title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Psychology Applied to Modern Life: Adjustment in the 21st Century (MindTap Course List),1305968476,9781305968479,119.48,3.99,2,125.47
"Orthopedic Taping, Wrapping, Bracing, and Padding",0803658486,9780803658486,50.5,3.99,2,56.49
Milady's Aesthetician Series: Common Drugs and Side Effects: A Handbook for the Aesthetician,1401881726,9781401881726,15.0,3.99,2,20.99
NSCA'S Essentials of Personal Training - 2nd Edition,0736084150,8601400009345,52.94,3.99,2,58.93
Essentials of Athletic Injury Management,0078022614,9780078022616,24.5,3.98,2,30.48
ACSM's Research Methods,145119174X,9781451191745,35.0,3.99,2,40.99
Developmental Psychology: Childhood and Adolescence,1111834520,9781111834524,54.69,3.99,2,60.68
"X-Force Omnibus, Vol. 1",0785165959,9780785165958,99.99,0,2,101.99
"Of the People: A History of the United States, Volume 2: Since 1865",0190254874,9780190254872,35.75,3.99,2,41.74
Fundamentals of Sports Injury Management,1451109768,0884831425559,40.24,3.99,2,46.23
Emergency Response Management for Athletic Trainers (Athletic Training Education),0781775507,9780781775502,35.0,3.99,2,40.99
Digital Jacquard Design,0857853457,9780857853455,62.89,3.99,2,68.88
Understanding Aesthetics for the Merchandising and Design Professional,1563678098,9781563678097,42.99,3.99,2,48.98
J.J. Pizzuto's Fabric Science Swatch Kit: Studio Access Card,1628926570,9781628926576,83.0,3.99,2,88.99
Textile Design: Portfolio Series,1856696871,9781856696876,5.79,5.99,2,13.78
Joining Together: Group Theory and Group Skills (11th Edition),0132678136,9780132678131,42.0,5.09,2,49.09
First Time Sewing: The Absolute Beginner's Guide: Learn By Doing - Step-by-Step Basics and Easy Projects,1589238044,0052944019754,10.49,3.99,2,16.48
"The Visible Self: Global Perspectives on Dress, Culture, and Society",1563676427,9781563676420,3.65,3.98,2,9.63
Violence and Maltreatment in Intimate Relationships,1506323812,9781506323817,44.48,4.64,2,51.12
"Childhood Victimization: Violence, Crime, and Abuse in the Lives of Young People (Interpersonal Violence)",0199359156,9780199359158,28.95,0,2,30.95
Electrical Theory 3-phase Circuits and Electrical Machines Interactive Student DVD (10-13),1439059829,9781439059821,366.9,3.99,2,372.89
Saxon Math 4: Workbook Set,1565771729,9781565771727,53.99,3.99,2,59.98
Contemporary Leadership in Sport Organizations,0736096426,9780736096423,32.41,3.99,2,38.4
A Writer's Reference,1319057446,9781319057442,69.82,3.99,2,75.81
Tell Me What Happened: Structured Investigative Interviews of Child Victims and Witnesses,0470518669,9780470518663,24.25,3.99,2,30.24
Contemporary Sport Management 6th Edition With Web Study Guide,1492550957,9781492550952,117.32,5.99,2,125.31
"Child Abuse and Neglect: Attachment, Development and Intervention",1403948267,9781403948267,19.29,3.99,2,25.28
Managing Sports Events,0736096116,9780736096119,33.95,3.99,2,39.94
"Handbook of Child and Adolescent Drug and Substance Abuse: Pharmacological, Developmental, and Clinical Considerations",0470639067,9780470639061,17.33,3.99,2,23.32
"Nobody's Children: Abuse and Neglect, Foster Drift, and the Adoption Alternative",0807023191,0046442023191,4.98,1.0,2,7.98
Asi se dice!: Workbook and Audio Activities (Glencoe Spanish: Level 3) (Spanish Edition),0078883954,9780078883958,20.49,3.99,2,26.48
"Delmar's Standard Textbook of Electricity, 4th Edition",1418065803,9781418065805,14.05,4.49,2,20.54
Building the Bonds of Attachment: Awakening Love in Deeply Traumatized Children,1442274131,9781442274136,37.6,3.99,2,43.59
"Assessing Dangerousness: Violence by Batterers and Child Abusers, 2nd Edition",0826102980,9780826102980,10.11,3.99,2,16.1
Child Abuse and Culture: Working with Diverse Families,1593856431,9781593856434,16.46,3.99,2,22.45
"Symbol, Pattern and Symmetry: The Cultural Significance of Structure",1472503120,9781472503121,5.92,3.99,2,11.91
"Writing With Skill, Level 1: Student Workbook (The Complete Writer)",1933339535,9781933339535,8.21,3.99,2,14.2
"Bundle: Delmar's Standard Textbook of Electricity, 5th + Electrical CourseMate with eBook Access Code",1111976449,9781111976446,55.93,3.99,2,61.92
Electrical Wiring Residential,1435498267,9781435498266,13.6,3.99,2,19.59
Child Maltreatment: An Introduction (Volume 3),1452205795,9781452205793,69.28,3.99,2,75.27
AC Theory,1435489020,9781435489028,10.43,3.99,2,16.42
Electricity and Controls for HVAC-R,1133278205,0001133278205,64.64,3.99,2,70.63
Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America,0231074891,9780231074896,9.87,4.49,2,16.36
"Between Women: Friendship, Desire, and Marriage in Victorian England",0691128359,9780691128351,5.81,3.99,2,11.8
"Bring Me Men: Military Masculinity and the Benign Facade of American Empire, 1898-2001",0199327602,9780199327607,19.95,3.99,2,25.94
"Time Binds: Queer Temporalities, Queer Histories (Perverse Modernities: A Series Edited by Jack Halberstam and Lisa Lowe)",0822348047,9780822348047,18.98,3.99,2,24.97
Electrical Wiring Residential,1285170954,9781285170954,56.65,3.99,2,62.64
Digital Electronics: A Practical Approach with VHDL (9th Edition),0132543036,8601419624171,120.95,6.33,2,129.28
Understanding Motor Controls,1305498127,9781305498129,100.0,3.99,2,105.99
Anatomy and Physiology Coloring Workbook: A Complete Study Guide (12th Edition),0134459369,9780134459363,72.46,3.99,2,78.45
REALIDADES LEVELED VOCABULARY AND GRMR WORKBOOK (CORE & GUIDED PRACTICE) LEVEL 1 COPYRIGHT 2011,013369268X,9780133692686,13.3,3.99,2,19.29
Managing Sport Facilities-3rd Edition,145046811X,9781450468114,24.4,3.99,2,30.39
The Routledge Queer Studies Reader (Routledge Literature Readers),0415564115,9780415564113,36.44,3.98,2,42.42
"When Heroes Love: The Ambiguity of Eros in the Stories of Gilgamesh and David (Gender, Theory, and Religion)",0231132603,9780231132602,20.0,3.99,2,25.99
Queer Theory and the Jewish Question (Between Men-Between Women: Lesbian and Gay Studies),0231113757,8580000295290,24.2,3.99,2,30.19
An Introduction to the History of Psychology (PSY 310 History and Systems of Psychology),0495506214,9780495506218,12.98,3.99,2,18.97
Introduction to Political Science,0205056814,9780205056811,39.62,5.57,2,47.19
Consumer Mathematics student workbook,078542945X,9780785429456,14.97,3.99,2,20.96
Social Psychology: Goals in Interaction (6th Edition),0133810186,9780133810189,107.0,3.99,2,112.99
Applied Behavior Analysis,067520223X,9780675202237,14.81,3.99,2,20.8
A Topical Approach to Lifespan Development,1259708780,9781259708787,141.0,3.99,2,146.99
Multicultural Psychology: Understanding Our Diverse Communities,0190460857,9780190460853,49.93,3.99,2,55.92
"Motivation: Biological, Psychological, and Environmental",1138036331,9781138036338,154.99,3.99,2,160.98
The Design Process,1609018389,9781609018382,51.74,0,2,53.74
Behavior Modification: What It Is and How To Do It,0205992102,9780205992102,60.0,3.99,2,65.99
Essentials of Life-Span Development,1259708799,9781259708794,99.98,3.99,2,105.97
Looking Beyond the Structure: Critical Thinking for Designers & Architects,1563677199,9781563677199,57.79,3.99,2,63.78
Master the Boards USMLE Step 3,1506235875,9781506235875,32.98,3.99,2,38.97
Furniture in History: 3000 B.C. - 2000 A.D (2nd Edition),0132447282,9780132447287,84.67,4.49,2,91.16
Architecture since 1400,0816673977,9780816673971,17.88,3.99,2,23.87
Designing: An Introduction,1609014960,9781609014964,99.97,0,2,101.97
Social Psychology (MindTap Course List),1305580222,9781305580220,69.98,6.44,2,78.42
Child Abuse Medical Diagnosis & Management,1581102089,9781581102086,76.48,3.99,2,82.47
Sport Marketing 4th Edition With Web Study Guide,1450424988,9781450424981,38.9,3.99,2,44.89
Graphic Design: A New History,0300172605,0884898151897,31.98,4.99,2,38.97
Interior Design: A Critical Introduction,1847883125,9781847883124,32.82,3.99,2,38.81
Physics Laboratory Experiments,128573856X,9781285738567,48.59,3.89,2,54.48
The Social Work Skills Workbook (MindTap Course List),1305633784,9781305633780,91.09,5.97,2,99.06
Counseling the Culturally Diverse: Theory and Practice,1118022025,9781118022023,15.46,3.98,2,21.44
"Living Language French, Essential Edition: Beginner course, including coursebook, 3 audio CDs, and free online learning",0307478424,9780307478429,9.54,3.99,2,15.53
"Cambridge Latin Course, Unit 2: The North American, 4th Edition (North American Cambridge Latin Course) (English and Latin Edition)",0521004306,9780521004305,17.16,4.49,2,23.65
Introduction to Working with Adult Survivors of Childhood Trauma: Techniques and Strategies (Mental Health Practice),0495006181,9780495006183,1.99,3.99,2,7.98
"Fashion Writing and Criticism: History, Theory, Practice",085785447X,9780857854476,20.5,3.99,2,26.49
Repair for Kids: A Children's Program for Recovery from Incest and Childhood Sexual Abuse,1932690573,9781932690576,9.03,3.99,2,15.02
Contemporary Sport Management-5th Edition With Web Study Guide,1450469655,9781450469654,19.19,3.94,2,25.13
"A History of Design from the Victorian Era to the Present: A Survey of the Modern Style in Architecture, Interior Design, Industrial Design, Graphic Design, and Photography (Second Edition)",039373272X,9780393732726,22.0,3.99,2,27.99
Inhuman Traffick: The International Struggle against the Transatlantic Slave Trade: A Graphic History (Graphic History Series),0199334072,9780199334070,7.58,4.49,2,14.07
Designing Tomorrow: America's World's Fairs of the 1930s,0300149573,9780300149579,12.0,3.99,2,17.99
Footnotes in Gaza: A Graphic Novel,0805092773,9780805092776,12.0,3.99,2,17.99
Woman Rebel: The Margaret Sanger Story,1770461264,9781770461260,1.5,3.98,2,7.48
The Last Eyewitnesses: Children of the Holocaust Speak (Jewish Lives),0810115115,9780810115118,7.95,7.98,2,17.93
"Math in Focus: The Singapore Approach, Grade 4, Book A: Extra Practice Common Core (Math in Focus: Singapore Math)",0669015911,9780669015911,13.72,3.99,2,19.71
Cisco LAN Switching Fundamentals,1587050897,0619472050897,39.98,3.99,2,45.97
The Shame of Survival: Working Through a Nazi Childhood,0271034483,9780271034485,10.0,3.99,2,15.99
The Triumph of Reason - The Thinking Man's Guide to Adolf Hitler,190847677X,9781908476777,13.6,3.99,2,19.59
"Math in Focus: Singapore Math Enrichment, Book A Grade 4",0669015806,9780669015805,12.64,0,2,14.64
Modern Electrodynamics,0521896975,9780521896979,51.99,3.99,2,57.98
Electromagnetics,0132433842,9780132433846,147.6,3.99,2,153.59
Secret Identity Crisis: Comic Books and the Unmasking of Cold War America,082642998X,9780826429988,7.86,6.47,2,16.33
"Math in Focus: Singapore Math - Extra Practice, Grade 4, Book B, Common Core",0669015725,9780669015720,20.99,0,2,22.99
Atlas Of The Civil War,0762423560,9780762423569,20.06,3.99,2,26.05
The New Atlas of World History: Global Events at a Glance,0691152691,9780691152691,5.4,4.99,2,12.39
Drawing for Product Designers (Portfolio Skills: Product Design),1856697436,8601404319884,11.3,3.99,2,17.29
Atlas of Slavery,0582437806,9780582437807,11.08,3.99,2,17.07
Elementary Information Security,1284055930,9781284055931,68.05,3.99,2,74.04
The Atlas of Human Rights: Mapping Violations of Freedom Around the Globe (Atlas Of... (University of California Press)),0520261232,9780520261235,5.49,3.99,2,11.48
Semiconductor Physics And Devices: Basic Principles,0073529583,9780073529585,105.58,4.99,2,112.57
Exam 98-365 MTA Windows Server Administration Fundamentals,0470901829,9780470901823,6.03,3.99,2,12.02
The Routledge Historical Atlas of Religion in America (Routledge Atlases of American History),0415921376,9780415921374,7.72,3.99,2,13.71
"Beyond Design: The Synergy of Apparel Product Development, 3rd Edition",1609012267,9781609012267,8.83,3.99,2,14.82
Hitler and Nazi Germany (6th Edition),0205695329,9780205695324,19.38,3.99,2,25.37
Interior Design Illustrated,1563675315,9781563675317,12.58,3.99,2,18.57
CAD and Rapid Prototyping for Product Design (Portfolio Skills),1780673426,9781780673424,9.3,0,2,11.3
Accessory Design,1563679264,9781563679261,19.98,3.99,2,25.97
Junos Enterprise Routing: A Practical Guide to Junos Routing and Certification,1449398634,9781449398637,45.34,3.99,2,51.33
3D Engine Design for Virtual Globes,1568817118,9781568817118,43.89,3.99,2,49.88
Dr. Jekyll and Mr. Hyde: A Kaplan SAT Score-Raising Classic (Kaplan Test Prep),1607148633,8581000050377,5.45,4.49,2,11.94
The Growth Of Logical Thinking From Childhood To Adolescence: AN ESSAY ON THE CONSTRUCTION OF FORMAL OPERATIONAL STRUCTURES (International Library of Psychology),0415864445,9780415864442,42.99,3.99,2,48.98
Biology,013036701X,9780130367013,3.99,3.99,2,9.98
Classical Electrodynamics Third Edition,047130932X,9780471309321,46.12,5.95,2,54.07
Holt Biology: Student Edition 2008,0030672147,9780030672149,11.17,3.99,2,17.16
Engineering Electromagnetic Fields and Waves,0471098795,9780471098799,8.0,4.49,2,14.49
Holt McDougal Biology: Student Edition 2012,0547586663,9780547586663,26.01,3.99,2,32.0
Java Network Programming,1449357679,9781449357672,14.99,3.49,2,20.48
Minnesota St. Louis County Fishing Map Guide (Fishing Maps from Sportsman's Connection),188501032X,9781885010322,8.22,3.98,2,14.2
Area (My Path to Math),0778767892,9780778767893,14.21,3.99,2,20.2
Mapping Latin America: A Cartographic Reader,0226618226,9780226618227,17.44,5.94,2,25.38
The Design Process,1563678721,9781563678721,10.52,3.99,2,16.51
Fundamentals of Communications and Networking (Jones & Bartlett Learning Information Systems Security & Assurance),1284060144,9781284060140,47.97,0,2,49.97
Anatomy for the Artist,078948045X,8601410866938,11.91,5.82,2,19.73
Introduction to Electrodynamics (3rd Edition),013805326X,9780138053260,10.47,5.59,2,18.06
Rock and Roll: Its History and Stylistic Development (7th Edition),0205246974,9780205246977,45.34,0,2,47.34
World of Chemistry,0618562753,9780618562756,23.0,0,2,25.0
Glencoe Chemistry: Matter and Change,0078964059,9780078964053,76.45,4.49,2,82.94
Genetics: Breaking the Code of Your DNA (Inquire and Investigate),1619302128,9781619302129,14.11,0,2,16.11
Architecture and Interior Design: An Integrated History to the Present (Fashion Series),0135093570,9780135093573,111.34,3.99,2,117.33
Antenna Theory and Design,0471025909,9780471025900,14.31,3.99,2,20.3
Biology: The Dynamics Of Life (Teacher Wraparound Edition),0078298997,9780078298998,3.79,3.99,2,9.78
Geometry problems and solutions from Mathematical Olympiads,0982771320,9780982771327,19.78,3.99,2,25.77
Bitter Medicine: A Graphic Memoir of Mental Illness,1551119285,9781551119281,2.79,3.99,2,8.78
McDougal Littell Middle School Science: Student Edition Grades 6-8 Chemical Interactions 2005,0618334386,9780618334384,1.99,3.98,2,7.97
Strength and Conditioning for Sports Performance,0415578213,9780415578219,76.14,3.99,2,82.13
A Mathematical Dictionary for IGCSE,074878196X,9780748781966,10.79,3.99,2,16.78
The Palgrave Concise Historical Atlas of Eastern Europe: Revised and Updated,0312239858,9780312239855,11.67,3.99,2,17.66
Prentice-Hall Biology,0131662554,9780131662551,8.66,3.99,2,14.65
The Penguin Atlas of Women in the World: Fourth Edition,0143114514,9780143114512,2.29,3.99,2,8.28
Holt McDougal Biology: Student Edition High School 2010,0547219474,9780547219479,9.68,3.99,2,15.67
Cambridge International AS and A Level Biology Coursebook with CD-ROM (Cambridge International Examinations),1107636825,9781107636828,32.41,5.99,2,40.4
Pocahontas and the Powhatan Dilemma: The American Portraits Series,0809077388,9780809077380,3.79,4.74,2,10.53
