title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Musical Theatre: A Workbook,1137331623,9781137331625,N/A,N/A,N/A,N/A
An Introduction to Quality Assurance in Health Care,0195158091,9780195158090,20.94,3.99,2,26.93
"The Revolutionary Era, 1789-1850 (The Norton History of Modern Europe)",0393978605,9780393978605,14.99,3.99,2,20.98
Harmony in Context,0073137944,9780073137940,N/A,N/A,N/A,N/A
Sport Marketing 4th Edition With Web Study Guide,1450424988,9781450424981,40.0,3.99,2,45.99
The Dynamics of Fashion: Studio Access Card,1609015002,9781609015008,N/A,N/A,N/A,N/A
Medical Spanish: Interviewing the Latino Patient - A Cross Cultural Perspective,0135725127,9780135725122,22.99,3.99,2,28.98
The Routledge Historical Atlas of Religion in America (Routledge Atlases of American History),0415921376,9780415921374,N/A,N/A,N/A,N/A
The Relativity of Deviance,1483377342,9781483377346,31.89,3.99,2,37.88
I Could Sing of Your Love Forever (Praise Baby Board Book),1400070465,9781400070466,223.2,3.99,2,229.19
Jazz Arranging,1880157608,9781880157602,22.5,3.99,2,28.49
Pattern Cutting for Women's Tailored Jackets: Classic and Contemporary,0632054670,9780632054671,37.4,3.99,2,43.39
Systems of Psychotherapy: A Transtheoretical Analysis,0190880414,9780190880415,212.75,3.99,2,218.74
Slovak for You (Slovecina Pre Vas) (English and Slovak Edition),0865163316,9780865163317,16.89,3.99,2,22.88
"Textbook of Global Child Health, 2nd Edition",1581109628,9781581109627,123.74,3.99,2,129.73
Now You See It,041525499X,9780415254991,N/A,N/A,N/A,N/A
"Child Abuse and Neglect: Attachment, Development and Intervention",1403948267,9781403948267,38.91,3.99,2,44.9
Jazz Styles (11th Edition),020503683X,9780205036837,63.74,3.99,2,69.73
Child and Adolescent Psychiatry: A Companion to Dulcan's Textbook of Child and Adolescent Psychiatry,1585623539,9781585623532,23.15,3.99,2,29.14
"Parks and Plates: The Geology of Our National Parks, Monuments, and Seashores",0393924076,9780393924077,N/A,N/A,N/A,N/A
Songs of Praise: Songs of Praise: Words edition,0192312014,9780192312013,7.31,3.99,2,13.3
"Childhood Victimization: Violence, Crime, and Abuse in the Lives of Young People (Interpersonal Violence)",0195342852,9780195342857,28.31,3.99,2,34.3
Geometry problems and solutions from Mathematical Olympiads,0982771320,9780982771327,20.0,3.99,2,25.99
AAP Developmental and Behavioral Pediatrics,1581102747,9781581102741,27.75,3.99,2,33.74
CHEMISTRY 2012 STUDENT EDITION (HARD COVER) GRADE 11,0132525763,9780132525763,73.95,3.99,2,79.94
Ultimate Spanish Advanced,1400020735,9781400020737,5.46,3.99,2,11.45
Clinical Interviewing,1119215587,9781119215585,65.38,3.99,2,71.37
Introduction to Housing,0131190423,9780131190429,5.62,3.99,2,11.61
Milady Standard Nail Technology (MindTap Course List),1285080475,9781285080475,43.84,3.99,2,49.83
Ultimate Russian Advanced (Coursebook) (Ultimate Advanced),1400020700,9781400020706,11.73,3.99,2,17.72
Hitler: Profiles in Power,0582437563,9780582437562,5.71,3.99,2,11.7
Japanese Core Words and Phrases: Things You Can't Find in a Dictionary,1568364881,9781568364889,14.58,3.99,2,20.57
"Major Problems in the Era of the American Revolution, 1760-1791: Documents and Essays (Major Problems in American History Series)",0395903440,9780395903445,18.11,3.99,2,24.1
"The Punisher, Vol. 2",0785159207,9780785159209,N/A,N/A,N/A,N/A
American Popular Music,0073526576,9780073526577,40.0,3.99,2,45.99
"X-Force Omnibus, Vol. 1",0785165959,9780785165958,N/A,N/A,N/A,N/A
"Developing Fieldwork Skills: A Guide for Human Services, Counseling, and Social Work Students",0534346545,9780534346546,10.0,3.99,2,15.99
Rock Music Styles: A History,0078025184,9780078025181,52.06,3.99,2,58.05
Dark North,0727865242,9780727865243,25.9,3.99,2,31.89
Assessing Culturally and Linguistically Diverse Students: A Practical Guide (The Guilford Practical Intervention in the Schools Series),1593851413,9781593851415,9.99,3.99,2,15.98
Exam 98-365 MTA Windows Server Administration Fundamentals,0470901829,9780470901823,9.98,3.99,2,15.97
Repair for Kids: A Children's Program for Recovery from Incest and Childhood Sexual Abuse,1932690573,9781932690576,9.03,3.99,2,15.02
"Black & Decker The Complete Guide to Roofing & Siding: Updated 3rd Edition - Choose, Install & Maintain Roofing & Siding Materials (Black & Decker Complete Guide)",158923717X,0052944019006,9.99,3.99,2,15.98
"Electrical Machines, Drives and Power Systems (6th Edition)",0131776916,9780131776913,99.0,3.99,2,104.99
"Battered Women and Their Families: Intervention Strategies and Treatment Programs, Third Edition (Springer Series on Family Violence)",0826145922,9780826145925,20.0,3.99,2,25.99
Area (My Path to Math),0778767892,9780778767893,0.32,3.99,2,6.31
Substance Abuse Prevention: The Intersection of Science and Practice,0205341624,9780205341627,57.41,3.99,2,63.4
Elements of Crisis Intervention: Crisis and How to Respond to Them (HSE 225 Crisis Intervention),0495007811,9780495007814,61.14,3.99,2,67.13
Geometry (My Path to Math (Paperback)),0778743586,9780778743583,5.99,3.99,2,11.98
Essential Study Skills (MindTap Course List),1285430093,9781285430096,36.27,3.99,2,42.26
Between the Acts (The Cambridge Edition of the Works of Virginia Woolf),0521847176,9780521847179,115.28,3.99,2,121.27
Electricity and Magnetism,1107014026,9781107014022,56.0,3.99,2,61.99
"The Use of Data in School Counseling: Hatching Results for Students, Programs, and the Profession",1452290253,9781452290256,24.69,3.99,2,30.68
Business Data Communications and Networking,1118891686,9781118891681,N/A,N/A,N/A,N/A
What's That Sound?: An Introduction to Rock and Its History (Fourth Edition),0393937259,9780393937251,28.75,3.99,2,34.74
Harmony and Voice Leading,0155062425,9780155062429,26.75,3.99,2,32.74
The Blessings of Liberty: A Concise History of the Constitution of the United States,1442259922,9781442259928,50.16,3.99,2,56.15
Hearing Form - Textbook and Anthology Pack: Musical Analysis With and Without the Score,1138900699,9781138900691,95.62,3.99,2,101.61
Atlas of Hispanic-American History (Facts on File Library of American History),0816077363,9780816077366,7.63,3.99,2,13.62
Network Management: Principles and Practices (2nd Edition),8131734048,9788131734049,81.66,3.99,2,87.65
Mississippi: A History,1118755901,9781118755907,31.51,3.99,2,37.5
"Greek: An Intensive Course, 2nd Revised Edition",0823216632,9780823216635,21.34,3.99,2,27.33
"Integrated Korean: Intermediate 2, 2nd edition (Klear Textbooks in Korean Language) (textbook) (Klear Textbook in Korean Language) (English and Korean Edition)",0824838130,9780824838133,21.83,3.99,2,27.82
Complete Chemistry for Cambridge Secondary 1 Student Book: For Cambridge Checkpoint and beyond (CIE Checkpoint),0198390181,9780198390183,25.2,3.99,2,31.19
Biology for CSEC®: A Skills-based Course,0521701147,9780521701143,53.28,3.99,2,59.27
Frenchman's Creek,1402217102,9781402217104,13.45,3.99,2,19.44
Visualizing Technology Complete (4th Edition),0133949575,9780133949575,5.29,3.99,2,11.28
"At Risk Youth, 5th Edition",0840028598,9780840028594,17.61,3.99,2,23.6
"The Creation of the American Republic, 1776-1787",0807847232,9780807847237,N/A,N/A,N/A,N/A
Modern Electrodynamics,0521896975,9780521896979,51.99,3.99,2,57.98
Genetics: Breaking the Code of Your DNA (Inquire and Investigate),1619302128,9781619302129,7.3,3.99,2,13.29
"Child Development, Third Edition: A Practitioner's Guide (Clinical Practice with Children, Adolescents, and Families)",1606239090,9781606239094,44.7,3.99,2,50.69
The Ethical Life: Fundamental Readings in Ethics and Contemporary Moral Problems,0190631317,9780190631314,38.8,3.99,2,44.79
Light on the Path: A Christian Perspective on College Success (Textbook-specific CSFI),1439085528,9781439085523,7.25,3.99,2,13.24
"Mohawk Frontier, Second Edition: The Dutch Community of Schenectady, New York, 1661-1710",1438427069,9781438427065,40.0,3.99,2,45.99
The Return of Martin Guerre,0674766911,9780674766914,5.19,3.99,2,11.18
Stagger Lee,1582406073,9781582406077,2.94,3.99,2,8.93
Engineering Electromagnetic Fields and Waves,0471098795,9780471098799,12.49,3.99,2,18.48
The Lion and the Unicorn: Gladstone vs. Disraeli,0393349632,9780393349634,12.92,3.99,2,18.91
Introduction to American Deaf Culture (Professional Perspectives On Deafness: Evidence and Applications),0199777543,9780199777549,35.91,3.99,2,41.9
House of M: No More Mutants,0785138838,9780785138839,40.0,3.99,2,45.99
Harmonic Function in Chromatic Music: A Renewed Dualist Theory and an Account of Its Precedents,0226318095,9780226318097,57.92,3.99,2,63.91
"Crisis Intervention Strategies, 6th Edition",0495100269,9780495100263,2.77,3.99,2,8.76
Ethics: Theory and Practice (11th Edition),0133804054,9780133804058,40.28,3.99,2,46.27
Introduction to Electrodynamics (3rd Edition),013805326X,9780138053260,13.12,3.99,2,19.11
Accessory Design,1563679264,9781563679261,19.98,3.99,2,25.97
Appreciative Inquiry: Foundations in Positive Organization Development,1588744728,9781588744722,27.98,3.99,2,33.97
The Art of Floral Design,0827386273,9780827386273,8.51,3.99,2,14.5
Advanced Harmony: Theory and Practice (5th Edition),0130833398,9780130833396,18.95,3.99,2,24.94
Ethics in City Hall: Discussion and Analysis for Public Administration,076375532X,9780763755324,35.99,3.99,2,41.98
The Voices of Marrakesh: A Record of a Visit,0714525804,9780714525808,8.52,3.99,2,14.51
"Taking Sides: Clashing Views in United States History, Volume 1: The Colonial Period to Reconstruction (Taking Sides. Clashing Views in United States History(2 Vol Set))",1259217078,9781259217074,23.14,3.99,2,29.13
Wonder Woman: The Greatest Stories Ever Told,1401212166,9781401212162,3.99,3.99,2,9.98
Hospitality Information Systems and E-Commerce,0471478490,9780471478492,15.31,3.99,2,21.3
Becoming a Master Student (MindTap Course List),128519389X,9781285193892,19.0,3.99,2,24.99
Network Security Essentials: Applications and Standards (6th Edition),013452733X,9780134527338,56.56,3.99,2,62.55
American Ballads and Folk Songs (Dover Books on Music),0486282767,0800759282760,N/A,N/A,N/A,N/A
The Phaidon Atlas of Contemporary World Architecture,0714843121,9780714843124,50.28,3.99,2,56.27
Data Communications and Computer Networks: A Business User's Approach,1305116631,9781305116634,74.1,3.99,2,80.09
Heavenly Breakfast: An Essay on the Winter of Love,0917453336,9780917453335,5.2,3.99,2,11.19
Topological Insulators and Topological Superconductors,069115175X,9780691151755,64.32,3.99,2,70.31
"Project Managing E-Learning: A Handbook for Successful Design, Delivery and Management",0415772206,9780415772204,37.72,3.99,2,43.71
"The Hodges Harbrace Handbook, 18th Edition",1111346704,9781111346706,N/A,N/A,N/A,N/A
La neblina de ayer (Spanish Edition),8483837218,9788483837214,11.76,3.99,2,17.75
"Delmar's Standard Textbook of Electricity, 5th Edition",1111539154,9781111539153,47.95,3.99,2,53.94
Fonética y fonología espanolas,0471466492,9780471466499,10.13,3.99,2,16.12
Managing Sport Facilities-3rd Edition,145046811X,9781450468114,20.49,3.99,2,26.48
Deviance and Deviants: A Sociological Approach,1118604598,9781118604595,46.33,3.99,2,52.32
Atlas Of The Civil War,0762423560,9780762423569,19.7,3.99,2,25.69
Writing Analytically,1337559466,9781337559461,N/A,N/A,N/A,N/A
Roanoke: The Abandoned Colony,0742552632,9780742552630,3.69,3.99,2,9.68
Friends and Strangers: The Making of a Creole Culture in Colonial Pennsylvania (Early American Studies),0812222032,9780812222036,14.56,3.99,2,20.55
Computer Networks (5th Edition),0132126958,8601300091266,84.78,3.99,2,90.77
Engineering Magnetohydrodynamics (Dover Civil and Mechanical Engineering),0486450325,9780486450322,N/A,N/A,N/A,N/A
Oxford Textbook of Palliative Nursing (Oxford Textbooks in Palliative Medicine),0199332347,9780199332342,75.14,3.99,2,81.13
"Electronic Troubleshooting, Fourth Edition",0071819908,9780071819909,13.61,3.99,2,19.6
"On Cooking: A Textbook of Culinary Fundamentals, 4th Edition",0131713272,9780131713277,10.33,3.99,2,16.32
Administrative Assistant I(Passbooks) (Career Examination Passbooks),0837318483,9780837318486,37.95,3.99,2,43.94
"Mangos, Bananas, and Coconuts: A Cuban Love Story",1558850929,9781558850927,3.39,3.99,2,9.38
Odds Against Tomorrow: A Novel,1250043646,9781250043641,3.2,3.99,2,9.19
Electrodynamics of Continuous Media: Volume 8 (Course of Theoretical Physics S),0750626348,9780750626347,31.02,3.99,2,37.01
"Interviewing Children and Adolescents, Second Edition: Skills and Strategies for Effective DSM-5 Diagnosis",1462526934,9781462526932,45.14,3.99,2,51.13
Principles and Practice of Pediatric Sleep Medicine: Expert Consult - Online and Print,1455703184,9781455703180,53.27,3.99,2,59.26
Product Design and Development (Irwin Marketing),0078029066,9780078029066,153.34,3.99,2,159.33
Contemporary Leadership in Sport Organizations,0736096426,9780736096423,30.33,3.99,2,36.32
"Modern Industrial Electronics, Fifth Edition",0130487414,9780130487414,47.99,3.99,2,53.98
Case Studies in Special Education Law: No Child Left Behind Act and Individuals with Disabilities Education Improvement Act,0132186284,8581000048503,20.52,3.99,2,26.51
A Swell-Looking Babe,0679733116,9780679733119,76.1,3.99,2,82.09
Medieval Economic Thought (Cambridge Medieval Textbooks),0521458935,9780521458931,82.96,3.99,2,88.95
Addison Wesley Chemistry,0201861607,9780201861600,N/A,N/A,N/A,N/A
Washington Shadow (Peter Cotton),0719520932,9780719520938,22.26,3.99,2,28.25
"The Future of Batterer Programs: Reassessing Evidence-Based Practice (Northeastern Series on Gender, Crime, and Law)",1555537707,9781555537708,2797.0,3.99,2,2802.99
The Shame of Survival: Working Through a Nazi Childhood,0271034483,9780271034485,10.0,3.99,2,15.99
Essential Study Skills (Textbook-specific CSFI),0495913502,9780495913504,5.49,3.99,2,11.48
"Southwest Treasure Hunter's Gem & Mineral Guide: Where & How to Dig, Pan and Mine Your Own Gems & Minerals",0943763754,9780943763750,9.43,3.99,2,15.42
The Triumph of Reason - The Thinking Man's Guide to Adolf Hitler,190847677X,9781908476777,13.6,3.99,2,19.59
Counseling Strategies that Work! Evidence-based Interventions for School Counselors,0205445586,9780205445585,76.88,3.99,2,82.87
Delmar's Standard Textbook of Electricity (MindTap Course List),1285852702,9781285852706,106.92,3.99,2,112.91
Electrical Wiring Residential,1435498267,9781435498266,N/A,N/A,N/A,N/A
"Assessment of Autism Spectrum Disorder, Second Edition",1462533108,9781462533107,51.29,3.99,2,57.28
Biological Science 1 and 2 (v. 1&2),0521561787,9780521561785,N/A,N/A,N/A,N/A
"The Upholsterer's Pocket Reference Book: Materials, Measurements, Calculations",0946819718,9780946819713,2.75,3.99,2,8.74
"On Course, Study Skills Plus Edition (Textbook-specific CSFI)",1439085226,9781439085226,5.44,3.99,2,11.43
The Turn of the Screw,1934648051,9781934648056,N/A,N/A,N/A,N/A
Introduction to Recreation Services for People with Disabilities,1571678077,9781571678072,73.42,3.99,2,79.41
Social Work and Domestic Violence: Developing Critical and Reflective Practice,1412919231,9781412919234,30.73,3.99,2,36.72
Evaluating Recreation Services Making Enlightened Decisions 4th edition,1571678476,9781571678478,59.98,3.99,2,65.97
"Brief Intervention for School Problems, Second Edition: Outcome-Informed Strategies (The Guilford School Practitioner Series)",1606239309,9781606239308,15.66,3.99,2,21.65
"Evil, Inc.",1433203189,9781433203183,N/A,N/A,N/A,N/A
The All-New Switch Book: The Complete Guide to LAN Switching Technology,0470287152,9780470287156,62.59,3.99,2,68.58
Abnormal Child Psychology (MindTap Course List),1337624268,9781337624268,N/A,N/A,N/A,N/A
The Development of Children,1429243287,0783324843736,32.84,3.99,2,38.83
Interpersonal Conflict,0073385131,9780073385136,N/A,N/A,N/A,N/A
The Handbook for School Safety and Security: Best Practices and Procedures,0128005688,9780128005682,51.5,3.99,2,57.49
Substance Abuse and Addiction Treatment: Practical Application of Counseling Theory,013254265X,9780132542654,86.97,3.99,2,92.96
Lao Basics: An Introduction to the Lao Language (Audio CD Included) (Tuttle Basics),0804840997,9780804840996,9.78,3.99,2,15.77
