title,isbn10,isbn13
Mr. Putin: Operative in the Kremlin (Geopolitics in the 21st Century),0815726171,9780815726173
Shadow Tribe: The Making of Columbia River Indian Identity (Emil and Kathleen Sick Book Series in Western History and Biography),0295990201,9780295990200
"Oggi In Italia, Enhanced (World Languages)",1285874404,9781285874401
Hair Care Product and Ingredients Dictionary (MILADY'S HAIR CARE PRODUCT INGREDIENTS DICTIONARY),1562539191,9781562539191
mHealth: From Smartphones to Smart Systems (HIMSS Book Series),0984457763,9780984457762
Cases in Hospitality and Tourism Management,0131700758,9780131700758
Service Management: An Integrated Approach,027373203X,9780273732037
Neuroscience of Cognitive Development: The Role of Experience and the Developing Brain,0471745863,9780471745860
New Immigrants in the United States: Readings for Second Language Educators (Cambridge Language Teaching Library),0521667984,9780521667982
En Camino (Level 1B),0030659566,9780030659560
Student Activity Manual for Rusch/Dominguez/Caycedo Garner's Fuentes: Conversacion y gramatica,0495898686,9780495898689
Cleveland: A Metropolitan  Reader,087338492X,9780873384926
A Nation Under Our Feet: Black Political Struggles in the Rural South from Slavery to the Great Migration,067401765X,9780674017658
Routledge Intensive Italian Workbook (Routledge Intensive Language Courses),0415240794,9780415240796
"Reading Old English: A Primer and First Reader, Revised Edition",1933202742,9781933202747
Standard Arabic: An Elementary-Intermediate Course,0521774659,9780521774659
Lucan: Bello Civili I (Latin Texts) (Bk. 1),1853993573,9781853993572
Livy: Book I (Latin Texts) (Bk. 1),0862922968,9780862922962
De lector a escritor: El desarrollo de la comunicacion escrita (World Languages),0838416500,9780838416501
A Spanish Learning Grammar (Essential Language Grammars) (Volume 2) (Spanish Edition),1444157337,9781444157338
Pacific Languages: An Introduction,0824818989,9780824818982
"Hospitals & Healthcare Organizations: Management Strategies, Operational Techniques, Tools, Templates and Case Studies",1439879907,9781439879900
"Handbook of Health Economics, Volume 1B",0444504710,9780444504715
"Successful Collaboration in Healthcare: A Guide for Physicians, Nurses and Clinical Documentation Specialists",1439812926,9781439812921
Hospitality Supervisor's Survival Kit,0130498467,9780130498465
"The Consuming Geographies of Food: Diet, Food Deserts and Obesity (Routledge Studies of Gastronomy, Food and Drink)",0415818702,9780415818704
Managing Services: Challenges and Innovation,019969608X,9780199696086
"The Economics of Information: A Guide to Economic and Cost-Benefit Analysis for Information Professionals, 2nd Edition (Library and Information Science Text Series)",1563088169,9781563088162
Colloquial Dutch: A Complete Language Course,1138124311,9781138124318
Electronics Technology Fundamentals - Conventional Flow (2nd Edition),0131190849,9780131190849
Introductory Electronic Devices and Circuits: Electron Flow Version (7th Edition),0131716395,9780131716391
Practical Power Distribution for Industry (Practical Professional Books from Elsevier),0750663960,9780750663960
Electrical Grounding and Bonding,1337102008,9781337102001
The Electricians Green Handbook (Go Green with Renewable Energy Resources),1111129800,9781111129804
Industrial Electronics,0023730234,9780023730238
Electrical Theory DC Interactive DVD (1-4),1439059888,9781439059883
"Electrical Installation Calculations: Advanced, 8th ed",0415810035,8601300262918
Electrical Construction and Maintenance Techniques,0132471566,9780132471565
"Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic, Sixth Edition",0130494984,9780130494986
"Electricity 4: AC/DC Motors, Controls, and Maintenance",1435400313,9781435400313
Guide to Telecommunications Cable Splicing,1428360913,9781428360914
Glaser on Health Care IT: Perspectives from the Decade that Defined Health Care Information Technology (HIMSS Book Series),1498768520,9781498768528
"Service Management: Operations, Strategy, Information Technology",0071289275,9780071289276
"Service Management: Operations, Strategy, and Information Technology with Student CD-Rom Mandatory Package",0072424192,9780072424195
Corrective Haircoloring: A Hands-On Approach,1562530836,9781562530839
The Lean Healthcare Dictionary: An Illustrated Guide to Using the Language of Lean Management in Healthcare,1482232898,9781482232899
"Lodging and Food Service Industry with Answer Sheet, The (AHLEI) (7th Edition) (AHLEI - Introduction to Hospitality)",0133097110,9780133097115
Couchsurfing Cosmopolitanisms: Can Tourism Make a Better World? (Culture and Social Practice),383762255X,9783837622553
Issues in Cultural Tourism Studies,0415467128,9780415467124
Workbook for Milady's Standard Nail Technology,1435497643,9781435497641
English for Hospitality and Foodservice,0130484075,9780130484079
Technology Strategies for the Hospitality Industry,0130305049,9780130305046
Information Security in Healthcare: Managing Risk (HIMSS Book Series),0982107021,9780982107027
Around the Patient Bed: Human Factors and Safety in Health Care (Human Factors and Ergonomics),1466573627,9781466573628
Cases in Hospitality Strategy and Policy,0471240125,9780471240129
Principles of Service Marketing and Management,013676875X,9780136768753
Healthcare Transformation: A Guide for the Hospital Board Member,1439805067,9781439805060
Literacy Instruction for Students who are Deaf and Hard of Hearing (Professional Perspectives On Deafness: Evidence and Applications),0199838550,9780199838554
Basic Engineering Circuit Analysis,0470128690,9780470128695
CliffsNotes on Franklin's Autobiography of Benjamin Franklin,0822002167,9780822002161
Palabra por Palabra / Verbatim: New Advanced Spanish Vocabulary (Spanish Edition) (Spanish and English Edition),1444110012,9781444110012
Doctor Faustus (Cliffs Notes),0822004062,0049086004069
GRE Mathematics (GRE Test Preparation),0878916377,9780878916375
Certified Management Accountant Exam Secrets Study Guide: CMA Test Review for the Certified Management Accountant Exam,1609714083,9781609714086
Locksmith(Passbooks) (Career Examination Passbooks),0837313481,9780837313481
"Agamemnon, The Choephori & The Eumenides (Cliffs Notes)",0822001284,0049086001280
The Psychology of Prayer: A Scientific Approach,146250695X,9781462506958
Human Behavior in Global Perspective: An Introduction to Cross Cultural Psychology (2nd Edition),0205188613,9780205188611
Social Psychology,0335240992,9780335240999
"Sensation, Perception and Action: An Evolutionary Perspective",0230552676,8601406123274
Critical Issues in Clinical and Health Psychology,1849207623,9781849207621
Q Methodology (Quantitative Applications in the Social Sciences),1452242194,9781452242194
Persuasion in Society,0415965144,9780415965149
Understanding Social Psychology Across Cultures: Engaging with Others in a Changing World,1446267113,9781446267110
Schaum's Outline of Analytical Chemistry,0070237956,9780070237957
Stoker's Dracula (Cliffs Notes),0822004178,9780822004172
Tom Jones (Cliffs Notes),0822012936,9780822012931
Aristotle's Ethics (Cliffs Notes),0822008890,0785555010819
CliffsNotes on Orwell's 1984,0822008998,9780822008996
"A Postmodern Psychology of Asian Americans: Creating Knowledge of a Racial Minority (SUNY series, Alternatives in Psychology)",0791452964,9780791452967
"Attitudes, Personality and Behavior (2nd Edition)",0335217036,9780335217038
Detect Deceit: How to Become a Human Lie Detector in Under 60 Minutes,1616086467,9781616086466
Identity and Cultural Diversity: What social psychology can teach us,1848721218,9781848721210
Dos mundos en breve Student Edition,0073213411,9780073213415
"Henry Hudson and the Algonquins of New York: Native American Prophecy & European Discovery, 1609",1571782222,9781571782229
Cambridge IGCSE & International Certificate Spanish Foreign Language (Cambridge IGCSE Modern Foreign Languages) (Spanish Edition),1444181009,9781444181005
Matrices (School Mathematics Project 16-19),0521426510,9780521426510
Skillbuilder Workbook for Interpersonal Communication: Relating to Others,0205524524,9780205524525
Acquiring Clinical Judgment: : A Workbook / Casebook to Accompany - Theory and Design in Counseling and Psychotherapy,0618191437,9780618191437
An Introduction to Literary Chinese: Revised Edition (Harvard East Asian Monographs),0674017269,9780674017269
Intermediate Dutch: A Grammar and Workbook (Grammar Workbooks),0415774446,9780415774444
A Greek Prose Course: Unit 2: Philosophy,185399538X,9781853995385
Developing Writing Skills in Arabic (English and Arabic Edition),0415588138,9780415588133
Thinking Arabic Translation: A Course in Translation Method: Arabic to English (Thinking Translation),0415705630,9780415705639
The Leftmost City: Power and Progressive Politics in Santa Cruz,0813344387,9780813344386
Bloodstoppers and Bearwalkers: Folk Traditions of Michigan’s Upper Peninsula,0299227146,9780299227142
Land of Amber Waters: The History of Brewing in Minnesota,0816652732,9780816652730
The Osage (Indians of North America),1555467229,9781555467227
The American South: A History (Volume 2),1442262311,9781442262317
Dark Side of Fortune: Triumph and Scandal in the Life of Oil Tycoon Edward L. Doheny,0520202929,9780520202924
North Carolina: The Years Before Man : A Geologic History,0890894000,9780890894002
Ethical Leadership (Work and Organizational Psychology),0335216994,9780335216994
Steck-Vaughn Head for Home: Student Edition Grades 5 - 8 Fractions,0739885308,9780739885307
CIM Coursebook 03/04 Marketing in Practice (CIM Workbooks 2003/04 Editions),0750659564,9780750659567
Personalities Theories Workbook,0155068164,9780155068162
Reference Work in School Library Media Centers,0810830981,9780810830981
Arco Sat Math Workbook (PETERSON'S MATH EXERCISES FOR THE SAT),0768906156,9780768906158
Grade Aid Workbook with Practice Tests,0205479049,9780205479047
"Read and Speak Greek for Beginners with Audio CD, 2nd Edition (Read and Speak Languages for Beginners)",007176643X,9780071766432
Rond-Point: une perspective actionnelle (2nd Edition),0205782779,9780205782772
Civilizacion y cultura de España (5th Edition),0131946382,9780131946385
An Introduction to Japanese Linguistics,1405110651,9781405110655
Intermediate Irish: A Grammar and Workbook (Grammar Workbooks),0415410428,9780415410427
Student Activities Manual for Merlonghi/Merlonghi/Tursi/O'Connor's Oggi In Italia,049590032X,9780495900320
Soluzioni: A Practical Grammar of Contemporary Italian (Routledge Concise Grammars) (Italian Edition),1138018481,9781138018488
Japanese for Professionals,1568364601,9781568364605
Thinking Spanish Translation: A Course in Translation Method: Spanish to English (Thinking Translation),0415481309,9780415481304
"Student Activities Manual for Dollenmayer/Hansen's Neue Horizonte, 8th",1133946178,9781133946175
Intermediate Spanish: A Grammar and Workbook (Grammar Workbooks),0415355028,9780415355025
Creating the Capacity for Attachment: Treating Addictions and the Alienated Self,0765702401,9780765702401
"A Pueblo Social History: Kinship, Sodality, and Community in the Northern Southwest (A School for Advanced Research Resident Scholar Book)",1938645103,9781938645105
The Artifacts of Pecos (Foundations of Archaeology),0971958777,9780971958777
Massachusetts Our Home,1586850598,9781586850593
At Nature's Edge: Frank Lloyd Wright's Artist Studio,0874808774,9780874808773
"The Forgotten Expedition, 1804–1805: The Louisiana Purchase Journals of Dunbar and Hunter",0807159077,9780807159071
"Street Scenes: Staging the Self in Immigrant New York, 1880–1924",0816645221,9780816645220
Loulu: The Hawaiian Palm,0824835670,9780824835675
Plants as Persons: A Philosophical Botany (SUNY series on Religion and the Environment),1438434286,9781438434285
Reading Ethics (Reading Philosophy),1405124733,9781405124737
"Metaethics, Normative Ethics, and Applied Ethics: Contemporary and Historical Readings",0534573843,9780534573843
Ethics and Anthropology: Ideas and Practice,0759121877,9780759121874
Philosophical Ethics: An Historical And Contemporary Introduction (Dimensions of Philosophy),0813378605,9780813378602
Applied Ethics: A Multicultural Approach (5th Edition),0205708080,9780205708086
The Continental Ethics Reader,0415943302,9780415943307
Let's Go Readers,0194369862,9780194369862
Letts KS1 Success Workbook: English SATs: Revision Workbook (Primary Success Workbooks),1843157438,9781843157434
SMP Interact Book 7T: for the Mathematics Framework (SMP Interact for the Framework),0521537975,9780521537971
Test Best On The Metropolitan Achievement Tests (Mat 7): Intermediate 3,0811496252,9780811496254
"Beginning Indonesian Through Self-Instruction, Book 2 [Lessons 1 - 15]",0877275300,9780877275305
Deux mondes (Student Edition),0073386456,9780073386454
Understanding Language: A Guide for Beginning Students of Greek and Latin,0813218667,9780813218663
Playing on the Mother-Ground: Cultural Routines for Children's Development (Culture and Human Development),1572302151,9781572302150
Computer Ethics: A Case-based Approach,0521709148,9780521709149
"Understanding Gregory Bateson: Mind, Beauty, and the Sacred Earth (SUNY series in Environmental Philosophy and Ethics)",0791474526,9780791474525
Ponto de Encontro: Portuguese as a World Language (2nd Edition),0205782760,9780205782765
Experience Spanish (Student Edition),0073534447,9780073534442
Interaction: Langue et culture (Book Only) (World Languages),1133311245,9781133311249
Ovid: Metamorphoses I (Bk.1) (English and Latin Edition),0862921449,9780862921446
Professional English in Use Medicine,0521682010,9780521682015
Sibling Relationships Across the Life Span,0306450259,9780306450259
In Vivo Optical Imaging of Brain Function (Frontiers in Neuroscience),1420076841,9781420076844
Digital Youth: The Role of Media in Development (Advancing Responsible Adolescent Development),1461427371,9781461427377
"Child Sexual Abuse: Disclosure, Delay, and Denial",0805863176,9780805863178
Toward a Global Idea of Race (Barrows Lectures),0816649200,9780816649204
Disputed Moral Issues: A Reader,0195388720,9780195388725
Resolving Ethical Dilemmas in Social Work Practice,0205290418,9780205290413
The Moral Life: An Introductory Reader in Ethics and Literature,0195396251,9780195396256
Ethics for Professionals in a Multicultural World,0131830937,9780131830936
Culturas de Espana (World Languages),1285053648,9781285053646
Longman Dictionary of American English (paperback with PIN) (5th Edition),1447948106,9781447948100
"Cuadros Student Text, Volume 1 of 4: Introductory Spanish (World Languages)",1111341141,9781111341145
Dabrowski's Theory of Positive Disintegration,0910707847,9780910707848
"Lesbian, Gay, and Bisexual Identities and Youth: Psychological Perspectives",0195119533,9780195119534
Nonlinear Dynamics: Techniques and Applications in Psychology,0805832009,9780805832006
Moral Development: Theory and Applications,0415821908,9780415821902
Workbook/Laboratory Manual to accompany Yookoso!: An Invitation to Contemporary Japanese,007249302X,9780072493023
Motor Learning in Practice: A Constraints-Led Approach,0415522404,9780415522403
Models Of Cognitive Development,0863778534,9780863778537
Electrician's Exam Prep,0763751189,9780763751180
Principles of Refrigeration (5th Edition),0130272701,9780130272706
Instrumentation and Measurement for Electronics Technicians (2nd Edition),0023430516,9780023430510
Electricity for the Trades,0073134317,9780073134314
Electric Motors and Control Systems,0073373818,9780073373812
"Protective Relaying: Principles and Applications, Fourth Edition",1439888116,9781439888117
Electric Machines and Drives,1118074815,9781118074817
"Electrical Machines, Drives and Power Systems (6th Edition)",0131776916,9780131776913
Electric Motors and Control Systems,0073521825,8580000596632
Massey Ferguson Shop Manual Models  MF362 365 375 383 390+,0872885208,9780872885202
The Field Guide for Powerline Workers,1418014877,9781418014872
Modern Commercial Wiring,1605255882,9781605255880
"NFPA 70 National Electrical Code, 2011 Edition (International Electrical Code Series)",0132373181,9780132373180
"McGraw-Hill Handbook of Electrical Construction Calculations, Revised Edition",0070466416,9780070466418
Electric Motor Control,1133702813,9781133702818
ASE Transit Bus Technician Certification H6: Electrical/Electronic Systems (Ase Test Preparation),1418049999,9781418049997
"Electricity 1: Devices, Circuits, and Materials",1111646694,9781111646691
Electricity One - Seven (3rd Edition),0139178570,9780139178573
Programming the Controllogix Programmable Automation Controller Using RSLogix 5000 Software,1401884326,9781401884321
Master Electrician’s Review: Based on the National Electrical Code 2011,1439059608,8580000873030
Dickens' David Copperfield (Cliffs Notes),0822003643,0049086003642
The Divine Comedy: Paradiso (Cliffs Notes),0822003961,0785555009745
"CliffsNotes on Moliere's Tartuffe, The Misanthrope and The Bourgeois Gentleman",0822012650,0049086012651
IB Psychology: Study Guide: Oxford IB Diploma Program (International Baccalaureate),0198389965,9780198389965
Morrison's Beloved (Cliffs Notes),0822002272,0049086002270
Ulysses (Cliffs Notes),0822013150,9780822013150
Miller's Death of a Salesman (Cliffs Notes),0822003821,0049086003826
Melville's Moby Dick (Cliffs Notes),0822008521,9780822008521
MCAT Prep Course,1889057983,9781889057989
Handbook of Experimental Existential Psychology,1593850409,9781593850401
Human Sexuality: Personality and Social Psychological Perspectives,1412904838,9781412904834
Therapy as Social Construction (Inquiries in Social Construction series),0803983034,9780803983038
Economics for the IB Diploma Revision Guide: (International Baccalaureate Diploma),1471807185,9781471807183
Ivanhoe (Cliffs Notes),0822006634,9780822006633
Shakespeare's Twelfth Night (Cliffs Notes),0822000946,0049086000948
Electrical Theory AC Interactive Student DVD (5-9),1439059853,9781439059852
"Handbook of Hope: Theory, Measures, and Applications",0126540500,9780126540505
The Handbook of Chicana/o Psychology and Mental Health,0805841598,9780805841596
"Financing Schools and Educational Programs: Policy, Practice, and Politics",1475801777,9781475801774
"Discovering French, Nouveau!: Workbook with Lesson Review Bookmarks Level 2",0618661743,9780618661749
I Can Read and Speak in French (Book + Audio CD),0071440461,9780071440462
"The Elements of International English Style: A Guide to Writing Correspondence, Reports, Technical Documents, and Internet Pages for a Global Audience",076561572X,9780765615725
Modern Commercial Wiring,1619608545,9781619608542
Electrical Theory: DC DVD Set (1-4),143548083X,9781435480834
Mechanical & Electrical Systems in Buildings (4th Edition),0135130131,9780135130131
Fundamentals of Electric Circuits,0073529559,9780073529554
Taking Sides: Clashing Views in Human Sexuality (Taking Sides: Human Sexuality),0078139589,9780078139581
Abnormal Psychology: An Integrative Approach,0495095567,0000495095567
Understanding Social Psychology Across Cultures: Living and Working in a Changing World (SAGE Social Psychology Program),1412903661,9781412903660
Inside Social Life: Readings in Sociological Psychology and Microsociology,0199733260,9780199733262
"Discovering Human Sexuality, Fourth Edition",1605356697,9781605356693
"Hawaiian Natural History, Ecology, and Evolution",0824821904,9780824821906
Soluzioni A Practical Grammar of Contemporary Italian (Routledge Concise Grammars),1444101250,9781444101256
"Learning Chinese: A Foundation Course in Mandarin, Elementary Level",0300141173,9780300141177
"First Latin: A Language Discovery Program (Language and Family, Student Activity Book 1)",067321589X,9780673215895
"Introduction to Spoken Standard Arabic: A Conversational Course on DVD, Part 2",0300159048,9780300159042
The Oxford Picture Dictionary English/Cambodian: English Cambodian Edition (The Oxford Picture Dictionary Program),0194351947,9780194351942
Arabiyyat al-Naas (Part Two): An Intermediate Course in Arabic,0415509084,9780415509084
Cambridge English Skills Real Listening and Speaking 1 with Answers and Audio CD,0521701988,9780521701983
The Routledge Introductory Persian Course: Farsi Shirin Ast,0415561019,9780415561013
Psychopathology in Later Adulthood,0471193593,9780471193593
Hughes Electrical and Electronic Technology,0273755102,9780273755104
Electronics Technology Fundamentals: Conventional Flow Version with Lab Manual (3rd Edition),0137158645,9780137158645
Electrical Wiring Residential,1337101842,9781337101844
NESC Handbook: A Discussion of the National Electrical Safety Code,1118145399,9781118145395
Electronics for Electricians,1418028738,9781418028732
OSHA Stallcup's® High-Voltage And Telecommunication Regulations Simplified,076374347X,9780763743475
Kubota Shop Manual (I & T Shop Service Manuals),0872886468,9780872886469
A Class of Their Own: Black Teachers in the Segregated South,0674023072,9780674023079
"Captive Nation: Black Prison Organizing in the Civil Rights Era (Justice, Power, and Politics)",1469618249,9781469618241
"We Are Left without a Father Here: Masculinity, Domesticity, and Migration in Postwar Puerto Rico (American Encounters/Global Interactions)",0822357828,9780822357827
The First Polish Americans: Silesian Settlements in Texas,0890967253,9780890967256
Glencoe World History TWE Texas Edition 2003,0078285550,9780078285554
Latin Sentence and Idiom: A Composition Course (Latin Language) (English and Latin Edition),0862922658,9780862922658
Tajiki Reference Grammar for Beginners (Tajik Edition),1589012690,9781589012691
"The Origins, Prevention and Treatment of Infant Crying and Sleeping Problems: An Evidence-Based Guide for Healthcare Professionals and the Families They Support",0415601177,9780415601177
"Handbook of Work-Family Integration: Research, Theory, and Best Practices",0123725747,9780123725745
Applied Research in Child and Adolescent Development: A Practical Guide,1848728158,9781848728158
Handbook of Research Methods in Personality Psychology,1606236121,0001606236121
"Electrical Engineering: Tables, Standards, Formulas",3808530332,9783808530337
WORKBOOK /LAB MANUAL VI FOR PUNTOS DE PARTIDA: AN INVITATION TO SPANISH,1259633098,9781259633096
Puntos de partida: An Invitation to Spanish,0073385417,9780073385419
Well Said,1305641361,9781305641365
Elementary Korean: Second Edition (Audio CD Included),0804844984,9780804844987
"Motifs: An Introduction to French, Enhanced (World Languages)",1305257014,9781305257016
Gramática para la composición,1626162557,9781626162556
Electric Machinery Fundamentals (McGraw-Hill Series in Electrical and Computer Engineering),0072465239,9780072465235
International Harvester Shop Manual Ih-202 (I & T Shop Service Manuals),0872883612,9780872883611
Electromechanical Energy Devices and Power Systems,0471572179,9780471572176
Industrial Power Distribution (IEEE Press Series on Power Engineering),1119063345,9781119063346
Joshua Chamberlain: A Hero's Life and Legacy,0811712729,9780811712729
"Hell's Kitchen and the Battle for Urban Space: Class Struggle and Progressive Reform in New York City, 1894-1914",1583673482,9781583673485
Washington: A State Of Contrasts,0939688344,9780939688340
Arab Detroit 9/11: Life in the Terror Decade (Great Lakes Books Series),0814335004,9780814335000
"Breaking Through: Essays, Journals, and Travelogues of Edward F. Ricketts",0520247043,9780520247048
Florida Ethnobotany,0849323320,9780849323324
"It Happened in Brooklyn: An Oral History of Growing Up in the Borough in the 1940s, 1950s, and 1960s (Excelsior Editions)",1438427506,9781438427508
Hidden History: African American Cemeteries in Central Virginia,0813935342,9780813935348
The Adult Learner: The definitive classic in adult education and human resource development,0415739012,9780415739016
Encyclopedia of Adolescence,0123739152,9780123739155
The After-school Lives of Children: Alone and With Others While Parents Work,0805823255,9780805823257
"Mathematical Studies of Information Processing: Proceedings of the International Conference, Kyoto, Japan, August 23-26, 1978 (Lecture Notes in Computer Science)",3540095411,9783540095415
CREATE COLLECTION ONLY Taking Sides: Clashing Views in Childhood and Society,0078128579,9780078128578
Fundamentals of Developmental Psychology,1848720505,9781848720503
"Lying, Cheating, and Carrying On: Developmental, Clinical, and Sociocultural Aspects of Dishonesty and Deceit (Margaret S. Mahler)",0765706024,9780765706027
Cengage Advantage Books: Psychology: Concepts and Connections (with CD-ROM and InfoTrac) (Advantage Series:),0534633056,9780534633059
"Intl Review of Research in Mental Retardation, Volume 21",0123662214,9780123662217
Civilizacion y cultura (World Languages),1133956807,9781133956808
¡Avance! Student Edition: Intermediate Spanish,0073385395,9780073385396
"Repaso: A Complete Review Workbook for Grammar, Communication, and Culture",0844274127,9780844274126
A Primer of Ecclesiastical Latin,0813206677,9780813206677
Si se puede!: Un curso transicional para hispanohablantes (World Languages) (English and Spanish Edition),0618061363,9780618061365
Album (World Languages),1133941044,9781133941040
Oxford Latin Course: Part III (2nd Edition),019521207X,9780195212075
CNC Handbook,0071799486,9780071799485
Introduction to Electric Circuits: Lab Manual,0195438140,9780195438147
Permanent Magnet Synchronous and Brushless DC Motor Drives (Mechanical Engineering (Marcel Dekker)),0824753844,9780824753849
Condition Monitoring Using Computational Intelligence Methods: Applications in Mechanical and Electrical Systems,1447123794,9781447123798
Power Electronics and Motor Drives: Advances and Trends,0120884054,9780120884056
"Electric Machines: Steady State, Transients, and Design with MATLAB®",1420055720,9781420055726
"Electric Motors and Drives: Fundamentals, Types and Applications (3rd Edition)",0750647183,9780750647182
From Welfare to Childcare: What Happens to Young Children When Mothers Exchange Welfare for Work?,0415654912,9780415654913
Electric Machines (Electric Power Engineering Series),0849385814,9780849385810
Tino Zervudachi: A Portfolio,0983388962,9780983388968
Collage and Architecture,0415533279,9780415533270
Sustainable Fashion and Textiles: Design Journeys,0415644569,9780415644563
Do Not Disturb,0789201135,9780789201133
Transforming the Doctor's Office,0415840643,9780415840644
Sustainable Commercial Interiors,1118456297,9781118456293
Novel Interiors: Living in Enchanted Rooms Inspired by Literature,0385345992,9780385345996
Chinese Sculpture,0300100655,9780300100655
Lighting for Interior Design (Portfolio Skills),185669836X,9781856698368
Paul T. Frankl and Modern American Design,0300121024,9780300121025
Applied Ethics: A Multicultural Approach,1612058396,9781612058399
The Theory of Moral Sentiments (Penguin Classics),0143105922,9780143105923
"Handbook for William: A Carolingian Woman's Counsel for Her Son, trans. by Carol Neel (Medieval Texts in Translation)",0813209382,9780813209388
"Case Studies in Biomedical Ethics: Decision-Making, Principles, and Cases",0195309723,9780195309720
The Moral Problem,0631192468,9780631192466
"COM Programming by Example: Using MFC, ActiveX, ATL, ADO, and COM+",1929629036,9781929629039
Frequently Prescribed Medications: Drugs You Need to Know,1449698840,9781449698843
Practice Makes Perfect Physics (Practice Makes Perfect Series),0071745505,9780071745505
Shakespeare's Richard II (Cliffs Notes),0822000687,0785555009066
T. S. Eliot's Major Poems and Plays (Cliffs Notes),0822012464,0049086012460
Verbal Review for Standardized Tests (Cliffs Test Prep),0822020343,0049086020342
Bradbury's Fahrenheit 451 (Cliffs Notes),0822004585,0049086004588
Geotechnical Engineering: A Practical Problem Solving Approach (Eureka),1604270160,9781604270167
"Out of Many: A History of the American People, Combined Volume (7th Edition)",0205011926,9780205011926
CliffsNotes on Shakespeare's Much Ado About Nothing,0822000601,0049086000603
"Religion, Personality, and Social Behavior",1848726651,9781848726659
Problematic Relationships in the Workplace,0820474002,9780820474007
"Handbook of the Psychology of Religion and Spirituality, Second Edition",1462520537,9781462520534
Straightforward Statistics: Understanding the Tools of Research,0199751765,9780199751761
Convivial Toolbox: Generative Research for the Front End of Design,9063692846,9789063692841
Sex & Gender,0073405531,9780073405537
Taking Sides: Clashing Views in Gender,1259171035,9781259171031
Cognitive Behavioral Therapy for Social Anxiety Disorder: Evidence-Based and Disorder-Specific Treatment Techniques (Practical Clinical Guidebooks),0415954037,9780415954037
"Juvenile Delinquency: Prevention, Assessment, and Intervention",019516007X,9780195160079
Learn to Write Badly: How to Succeed in the Social Sciences,1107676983,9781107676985
52 Activities for Exploring Values Differences,187786496X,9781877864964
Human Memory (2nd Edition),0205734820,9780205734825
Connect Access Card for Abnormal Psychology,1259765598,9781259765599
Personality and Psychotherapy: Treating the Whole Person,1593852118,9781593852115
"SAM for Sevin/Sevin/Brockman's Wie geht's?, 10th",1285737121,9781285737126
Japanese For Young People II: Student Book (Japanese for Young People Series),1568364598,9781568364599
Basic Yiddish: A Grammar and Workbook (Grammar Workbooks),0415555221,9780415555227
Virgil's Epic Technique (BCPaperbacks),1853995797,9781853995798
"Literatura Española: Una antologia, Tomo 1 - los origenes asta 1700, Vol. 1",0815320124,9780815320128
Introduction to Power Electronics,0023511826,9780023511820
Aprende  ingles en siete dias (Spanish Edition),8441419469,9788441419469
"The Routledge Intermediate Persian Course: Farsi Shirin Ast, Book Two",0415691370,9780415691376
Connect 2 Student's Book with Self-study Audio CD,0521737036,9780521737036
Heat Pumps: Theory and Service,0827349564,9780827349568
Electric Drives and Electromechanical Systems: Applications and Control,0750667400,9780750667401
A Reference Grammar of Modern Italian (Routledge Reference Grammars) (Volume 1),0340913398,9780340913390
Cambridge IGCSE English as a Second Language Workbook (Cambridge International IGCSE),1107672023,9781107672024
Teach Yourself Catalan Complete Course (Book Only) (TY: Complete Courses),007143027X,0639785416968
Basic Polish: A Grammar and Workbook (Grammar Workbooks),0415726018,9780415726016
Intermediate Russian: A Grammar and Workbook (Grammar Workbooks),0415698243,9780415698245
"Student Activity Manual for Riga/Phillips' Ciao!, 8th",1133607411,9781133607410
Ovid: Metamorphoses III (Latin Texts) (Bk. 3),0906515025,9780906515020
Fundamentals of Electric Drives (Electrical Engineering),0534952224,9780534952228
"Brushless motors: magnetic design, performance, and control of brushless dc and permanent magnet synchronous motors",0982692617,9780982692615
A Machine that Would Go of Itself: The Constitution in American Culture,141280583X,9781412805834
Motor Control Technology for Industrial Maintenance,0130322911,9780130322913
"Power Electronics: Circuits, Devices and Applications (3rd Edition)",0131011405,9780131011403
Reliability Evaluation of Engineering Systems: Concepts and Techniques,1489906878,9781489906878
Machine Tool Practices (7th Edition),0130334472,9780130334473
Analysis of Electric Machinery and Drive Systems,047114326X,9780471143260
"Electric Drives, Second Edition (Electric Power Engineering)",0849342201,9780849342202
The 4th North Carolina Cavalry in the Civil War: A History and Roster,0786429569,9780786429561
Death Valley National Park: A History (America's National Parks),0874179254,9780874179255
Buoyancy on the Bayou: Shrimpers Face the Rising Tide of Globalization,0801478332,9780801478338
Dicho y hecho: Beginning Spanish (Spanish Edition),0470880600,9780470880609
Direct and Alternating Current Machinery (2nd Edition),0675201608,9780675201605
"Advanced Electrical Drives: Analysis, Modeling, Control (Power Systems)",9400701799,9789400701793
Electrotechnical Systems: Simulation with Simulink® and SimPowerSystems™,1466514027,9781466514027
The Amphibians and Reptiles of Michigan: A Quaternary and Recent Faunal Adventure (Great Lakes Books Series),0814332390,9780814332399
The American South: A History (Volume 1),0742560945,9780742560949
Black Gotham: A Family History of African Americans in Nineteenth-Century New York City,0300181744,9780300181746
"The Spiritual Churches Of New Orleans: Origins, Beliefs, And Rituals Of An African American",1572331488,9781572331488
Conquests and Consequences: The American West from Frontier to Region,0882952706,9780882952703
"The Landmarks of New York, Fifth Edition: An Illustrated Record of the City's Historic Buildings",1438437692,9781438437699
